Position	CHR.PHYS	RecombRate	Yield
367804	2	9.298324719964057e-06	-3.944
367810	2	0.0	3.14
368026	2	5.483627279811998e-06	-14.95
368348	2	1.7642975060017108e-05	0.09959
368358	2	0.0	-0.8053
368433	2	1.0013580260093136e-05	-0.4921
368707	2	0.017597198580199702	-3.014
368740	2	0.0	1.423
368975	2	9.775161819547407e-06	2.765
369116	2	1.0490417579944733e-05	0.1428
369402	2	5.722046000133929e-06	1.092
369516	2	1.6927719560300147e-05	3.259
369688	2	5.483627359748056e-06	-0.5251
369766	2	2.384185799897409e-06	-0.7352
369837	2	4.05311587980961e-06	-1.481
369920	2	0.0	-2.368
369940	2	0.0	3.495
370015	2	1.382827757989702e-05	-1.238
370018	2	2.384185799897409e-07	0.3415
370252	2	7.867813160089554e-06	0.04383
370278	2	4.291534399847308e-06	-0.3736
370499	2	5.245208779758315e-06	-1.152
370957	2	0.019488334787739703	9.736
371259	2	1.2636184499648095e-05	-1.251
371508	2	3.19480893393731e-05	-1.222
371711	2	7.867813079709407e-06	-0.05502
371715	2	0.0	1.897
372541	2	5.0067901679273774e-05	-0.4861
372655	2	0.0	-1.877
372759	2	4.768371599794818e-07	2.499
372769	2	0.0	8.783
372773	2	0.0	0.09805
373063	2	0.013756990627399546	-5.58
373717	2	1.7642974739384698e-05	0.1832
374094	2	1.406669615988676e-05	-0.6269
374253	2	3.5762787398141427e-06	-5.647
374386	2	1.4543533239930184e-05	0.5954
374530	2	4.768371599794818e-07	1.287
374600	2	0.024148464604399678	-1.004
374612	2	0.0	2.078
374658	2	4.2915344398153366e-06	1.452
374864	2	8.225441044018567e-05	-0.5949
375078	2	1.835823058016217e-05	-2.563
375249	2	2.4080276879612228e-05	-1.253
375894	2	8.96453843388656e-05	-1.425
375973	2	7.629394600083828e-06	-0.03567
376114	2	0.029716967812999595	-2.14
376138	2	9.536743199589637e-07	-5.014
376332	2	1.931190473936084e-05	-18.47
376353	2	0.0	-8.264
376398	2	2.8610228999248477e-06	0.6425
376452	2	0.0	2.441
376524	2	2.384185799897409e-06	-0.5627
376903	2	5.602836601914518e-05	-0.9384
377010	2	1.1920928759678873e-05	0.8615
377113	2	1.1920928999487046e-06	0.2366
377128	2	2.86102299984492e-06	-5.14
377430	2	2.4557114080003828e-05	-0.6469
377505	2	2.6226043998711646e-06	0.4755
377524	2	0.0	5.02
377603	2	8.344650179736846e-06	2.636
377743	2	7.629394479735652e-06	-0.3973
377899	2	1.907348669982767e-05	1.268
378254	2	8.34465036598786e-05	-15.7
378419	2	3.0040741299863782e-05	1.497
378420	2	0.0	-2.076
378671	2	6.365776111927346e-05	-0.6019
378798	2	2.0503997880005898e-05	0.7586
379322	2	0.013780117393439095	-1.613
379934	2	0.007947444577999452	-1.667
380005	2	3.5762786798620994e-06	-2.114
380144	2	3.337860119856373e-06	-4.222
380259	2	0.011793613371559708	2.396
380303	2	0.0	1.492
380314	2	4.291534399847308e-06	2.195
380332	2	2.145767199923654e-06	2.657
380353	2	4.768371599794818e-07	-0.5067
380476	2	5.006790159800545e-06	2.668
380566	2	5.722045739897652e-06	4.653
380734	2	1.1920928999487046e-06	-1.543
381158	2	2.670288081985106e-05	1.13
381356	2	4.291534459799351e-06	1.708
381761	2	0.0324225442739392	2.218
382158	2	3.886222817950369e-05	-1.195
382475	2	6.675720239712746e-06	-0.2207
382601	2	0.0	1.06
382604	2	0.0	-1.839
382776	2	2.81333929996741e-05	0.6171
382846	2	0.0	-0.8393
382888	2	2.2172927999886127e-05	-4.074
382977	2	1.6689300560202014e-05	2.11
383068	2	2.384185799897409e-07	0.776
383342	2	1.6212463319398296e-05	-1.439
383643	2	3.5047531999676806e-05	-2.546
383839	2	0.00017476081883938122	3.298
383926	2	2.3126601619960496e-05	1.348
383986	2	2.384185799897409e-06	3.881
384367	2	0.0011148452301799061	-2.24
384596	2	0.014746427813179697	-0.3867
384908	2	1.7881393319818528e-05	1.248
385220	2	0.01373052625460014	1.327
385598	2	1.3589859019891293e-05	1.549
385612	2	2.384185799897409e-07	-3.416
385653	2	5.960464459775494e-06	3.641
385981	2	3.5047530679399586e-05	-0.6259
386440	2	0.08053207397137951	-1.452
386635	2	0.00010824203789994158	0.7386
386782	2	0.00014185905473995675	-3.048
386850	2	1.9073486579923582e-05	-2.149
387106	2	0.00014543533595956504	-0.4777
387183	2	1.430511459954431e-06	-0.1986
387281	2	2.6702881619655727e-05	-1.659
387298	2	6.0319901000305265e-05	1.94
387469	2	6.198882999797206e-06	-0.324
387560	2	3.099441499898603e-06	0.2145
387721	2	2.384185799897409e-06	7.023
387885	2	2.861022959876891e-06	-14.11
387918	2	1.0013579999856859e-05	-1.135
388136	2	2.7418136700152473e-05	1.966
388177	2	0.0	30.13
388328	2	7.867813299977655e-06	-10.07
388346	2	1.7881393000074297e-05	3.335
388447	2	6.198882979813192e-06	-8.013
388684	2	9.012222232041012e-05	2.563
388703	2	0.0	0.5996
389159	2	5.31673436392488e-05	2.724
389264	2	4.649162351988423e-05	-0.01374
389471	2	5.149841303975222e-05	17.42
389520	2	3.767013499977878e-05	-0.1738
389651	2	2.1934509500276533e-05	-6.283
390054	2	4.6253203659585296e-05	8.132
390244	2	4.553794908002118e-05	1.16
390495	2	4.768371639762847e-06	3.216
390557	2	1.5258788999883421e-05	1.326
390974	2	7.39097593971394e-06	-0.7041
391178	2	1.0967255000160492e-05	-2.093
391601	2	4.2676925700035895e-05	3.769
392457	2	0.009015322173799412	-0.2653
392505	2	0.0	-0.2196
392506	2	0.0	-2.405
392589	2	0.0	-1.674
392849	2	1.0728836059570312e-05	0.2455
392901	2	0.0	1.307
392934	2	0.0	0.5649
393146	2	0.03086304658033967	2.919
393248	2	0.00011301040585998123	3.007
393327	2	0.015778064494460065	-2.867
393506	3	0.0414555077915395	-0.2113
393681	3	0.02850341822077951	-4.369
393747	3	0.008642196644079725	-5.089
393778	3	0.0015292167900002873	-1.942
393906	3	0.0028383731452397143	0.6512
394087	3	0.006110429793779737	0.2565
394297	3	0.003519296645899228	1.702
394309	3	0.00013422965999998482	0.1851
394399	3	0.0002951622027991263	0.1565
394523	3	0.0005280971495995601	0.1408
395035	3	0.006269931744498969	1.038
395177	3	0.0005366802223996103	-0.2138
395372	3	0.002173662195379844	-3.623
395390	3	3.457069399992463e-05	-2.415
395518	3	0.006360769227399032	34.78
395847	3	0.006061792339400629	1.525
396476	3	0.00824475296389826	-2.977
396698	3	0.0009322166370582252	0.6954
396739	3	5.769729600002549e-05	-0.363
396778	3	0.00037026405149998	-6.968
396991	3	0.007550001096080283	-1.109
397028	3	0.007471084608800194	0.6425
397326	3	0.009543180553960084	-0.06897
397398	3	0.0029473304970002445	1.779
397500	3	0.002932310075099309	8.838
397605	3	0.0011622906049995052	1.078
397621	3	2.2411346079831418e-05	4.229
397626	3	3.1471251999981575e-05	-0.2717
397683	3	0.00029778480519970785	0.9748
397977	3	0.005354404409858571	-1.114
398045	3	0.0002222061146994747	1.011
398160	3	0.003171205452999093	0.7494
398176	3	1.1444091999823769e-05	-0.2399
398795	3	0.025438070171840188	-0.4006
398881	3	0.0010120868645997483	4.159
398908	3	0.0001437664049999121	2.342
399076	3	0.0011761188357808372	0.8844
399118	3	7.009506310007296e-05	2.278
399305	3	0.0040681362432590795	-0.968
399750	3	0.014647960452858655	1.861
399758	3	1.9311905000041207e-05	3.818
400370	3	0.044631957942220524	1.319
400387	3	2.0503997999909984e-05	7.944
400454	3	3.8623809960114386e-05	-1.758
400559	3	5.6266784339342735e-05	-3.436
400620	3	0.0008442402153598927	-8.288
400845	3	0.0009839534770805791	1.88
400949	3	0.000773668293299945	4.129
401543	3	0.020201921517637	-0.9487
401609	3	0.0001325607261795092	1.183
401794	3	0.00040221214877922407	1.649
401893	3	0.0038881301859796658	1.25
401958	3	3.814697299819869e-06	0.0412
402119	3	8.368492325949717e-05	1.309
402242	3	0.01876878757875966	-2.967
402353	3	6.103515645961011e-05	-1.155
402634	3	0.0002634525335190041	1.858
402829	3	0.024939060380539946	2.056
402848	3	2.6226043399191212e-06	0.5029
403064	3	0.0005784034701785679	-2.581
403409	3	0.0022497177082585473	-1.822
403423	3	7.390976000110072e-06	0.2396
403639	3	0.0008451938614792986	-0.2892
403893	3	0.003226995459499893	2.85
403989	3	0.03121113810869991	3.81
404152	3	9.489059687917134e-05	0.2415
404339	3	0.0009946823228395019	0.3629
404364	3	5.245208699822257e-06	2.012
404502	3	0.00047159194526047443	-1.516
404795	3	0.0023300647622392923	-2.057
405326	3	0.003763198902859255	-0.9783
405504	3	0.03202557530793948	-1.52
405789	3	0.0013849734993391927	1.74
405803	3	6.437301659723005e-06	9.559
405965	3	0.001044511786739033	1.184
406008	3	2.1457672479741063e-05	-0.3063
406555	3	0.0011162757843798943	-0.4102
406588	3	4.768371599794818e-07	-3.24
406646	3	2.1457672398916827e-06	0.0
406667	3	4.768371599794818e-07	-10.65
406826	3	0.00022482872254014907	-3.284
407242	3	0.0009725093504391324	1.788
407292	3	6.914138799718472e-06	0.0
407478	3	0.0006387233714990614	0.0
407708	3	0.03647136716627841	0.8591
407863	3	0.00023913383113960407	2.849
408206	3	0.0008852481742795959	-1.732
408324	3	7.510185229975264e-05	1.62
408365	3	1.1920928880027049e-05	-2.759
408452	3	0.00022673606897960497	2.112
408459	3	0.0001087188699999686	-1.835
408470	3	1.6689299999761431e-06	1.002
408653	3	0.0011222362483200854	-4.906
408928	3	0.0007061958366789689	6.078
409018	3	7.65323643796556e-05	-0.5744
409277	3	0.0015652179764389373	0.6574
409395	3	0.000927925115999706	2.225
409403	3	1.1205673000169725e-05	0.3083
409506	3	0.0009686946780997907	0.163
409876	3	0.001903057080538506	-0.8551
410072	3	0.061448096485039905	-0.2611
410176	3	0.00018310547071997973	-1.878
410264	3	0.000531196594520722	0.05463
410362	3	4.196166992098682e-05	-2.368
410373	3	3.814697300263958e-06	1.31
410556	3	0.0007824897755792648	4.175
410722	3	0.0006194114433011322	0.6361
410915	3	0.0001716613755409213	1.836
411252	3	0.0032000541576620023	-3.222
411273	3	0.0006079673800005736	-3.622
411405	3	0.00042581559115983936	-0.1678
411487	3	0.00021600723362080743	1.062
411752	3	0.0011029243413815948	-3.396
411769	3	9.536743004190384e-07	-1.405
411907	3	0.00018215179921998725	6.897
412096	3	0.00032806396680040706	1.759
412385	3	0.000769615174003313	-0.3354
412584	3	0.0011553764419405255	-1.612
412732	3	0.0024700164703190808	-0.7713
412804	3	0.00020551681677982714	5.35
412817	3	1.9073485999498985e-06	-17.1
412919	3	0.00021600723446013603	-1.474
412938	3	0.00035524368439965315	0.1369
413246	3	0.0034685135139609358	-0.98
413309	3	0.00042629240690139625	-3.738
413429	3	0.0005049705519803993	0.1543
413486	3	0.00010299682650050102	-1.659
413609	3	0.0011434554992213464	0.7675
413642	3	3.004074116041977e-05	-0.04593
413791	3	0.0014152526443593771	-0.2583
413880	3	0.0014309883006600188	2.737
414006	3	0.0023994446511608203	-3.672
414127	3	0.0014882087673209199	0.5919
414172	3	1.764297515993718e-05	3.309
414394	3	0.0018701553406996752	1.362
414415	3	0.00015020370431972907	3.182
414752	3	0.0021824836754618104	-1.804
414841	3	0.0006546974089003399	-3.911
414900	3	6.198883021113488e-06	-1.842
415069	3	0.0010585784927608088	-7.812
415107	3	2.288818295959061e-05	0.3297
415434	3	0.0020089149709017207	1.892
415563	3	0.0004920959533203373	-0.7048
415596	3	3.3378600807765224e-06	-0.04301
415677	3	9.822845596030305e-05	0.9217
415884	3	0.0009112357946206018	1.571
416232	3	0.004829406721182039	13.64
416253	3	4.29153446024344e-06	-13.75
416369	3	0.0014681816287192007	2.004
416442	3	1.0013580220125107e-05	-0.1549
416497	3	2.6226043099875085e-05	-2.454
416833	3	0.001611709591921695	0.8807
416943	3	0.001073837281639456	4.205
417030	3	0.00028657911850071827	-3.764
417113	3	0.0001125335664795557	2.721
417186	3	0.0002841949504004404	0.1449
417203	3	4.768371599794818e-07	0.02193
417789	3	0.0037269592096622617	-1.786
417872	3	0.0007157325820603688	1.054
417967	3	0.000946998584800518	0.6694
418531	3	0.020267486221899667	-0.9119
418749	3	9.298324592066365e-05	4.201
418866	3	9.536743199589637e-07	0.6762
418868	3	0.0	0.7398
418952	3	0.00011253356830032146	-2.21
419257	3	0.00030326842991978964	-1.051
419555	3	0.0003547668521202141	-2.49
419587	3	4.768371599794818e-07	-1.49
419812	3	0.0002145767211807481	1.724
419983	3	0.00018072128631985152	0.2902
420020	3	1.57356264605113e-05	-2.187
420045	3	8.77380365000846e-05	-0.3876
420119	3	4.673004012012427e-05	4.046
420440	3	0.0006952285704198147	0.3241
420523	3	0.011013508063159705	10.48
420848	3	0.00032091140630097215	0.7589
420994	3	4.005432079967619e-05	1.366
421233	3	0.00014162063992095852	-0.09497
421287	3	0.00016403198300007915	1.445
421312	3	1.9073485999498985e-06	-0.6699
421595	3	7.34329220195562e-05	-2.923
421978	3	0.000544071192399187	-1.276
422125	3	0.0002832412719993016	-0.1336
422266	3	0.00021553039466137847	1.268
422295	3	0.0	-0.5447
422598	3	0.011406898291399514	-3.097
422664	3	6.818771456007511e-05	0.03358
422951	3	0.0001230239893210694	3.418
422966	3	0.0	-2.411
423110	3	3.576278659966903e-05	-2.949
423117	3	0.0	-1.95
423250	3	8.153915500042075e-05	-2.073
423310	3	0.00010967254715943398	0.4221
423463	3	5.5313109820431805e-05	5.748
423510	3	0.0	-2.102
423559	3	0.0	0.2316
423578	3	0.0	-2.57
423815	3	0.0001492500318196477	-0.2495
423851	3	7.629394599639738e-06	-2.413
423951	3	5.2928924560546875e-05	-0.9351
424243	3	0.0003395080584223109	-4.497
424442	3	0.00018405914190022798	-1.853
424449	3	0.0	-0.5606
424548	3	6.723403916097936e-05	-5.154
424659	3	0.0011825561570004695	-3.225
424704	3	0.0	2.507
424788	3	0.0	-12.83
424897	3	0.0	-0.2317
425497	3	6.198883060193339e-06	-1.071
426302	3	0.006268024426220542	-0.419
426361	3	1.4305114603985203e-06	-0.4214
426468	3	2.765655486047791e-05	1.665
426606	3	3.528594969992582e-05	-0.7202
426774	3	9.39369201997664e-05	11.0
426972	3	0.0001392364495202969	-0.1089
427042	3	7.629394300323611e-06	-0.9379
427294	3	4.1484832960847484e-05	2.055
427351	3	9.536743004190384e-07	-4.815
427635	3	3.8146972860531037e-05	-0.5124
427931	3	4.911422785980335e-05	0.01979
428102	3	4.6253203760393546e-05	-15.75
428324	3	5.6743621960286816e-05	1.59
428368	3	0.0	-0.6053
428567	3	3.767013465960645e-05	-1.77
428576	3	8.583069000422938e-06	1.799
428671	3	1.8119812160044546e-05	13.08
428932	3	8.058547936062865e-05	1.664
428958	3	4.768371599794818e-07	0.1588
429081	3	0.0	-0.2461
429221	3	0.0	0.903
429307	3	0.0	-0.5478
429495	3	0.0	0.04152
429633	3	0.0	-6.602
430201	3	0.0	-0.5939
430203	3	0.0	-0.2814
430311	3	0.0	8.733
430446	3	0.00454854969999996	2.676
430542	3	4.434585556012394e-05	3.619
430584	3	9.536743199589637e-07	3.489
430778	3	3.433227556026708e-05	-0.1444
430811	3	1.4305115003665492e-06	-1.444
430972	3	2.145767202055282e-05	1.737
431038	3	1.6212463500586693e-05	-1.543
431155	3	1.5735626000434877e-05	1.736
431191	3	3.004074156010006e-05	0.4815
431351	3	0.00010347366317997597	2.803
431450	3	3.7193297999671415e-05	-0.1595
431453	3	0.0	6.974
431461	3	0.0	4.604
432220	3	0.0037226676872608166	6.229
432227	3	0.0	3.632
432436	3	3.0040740759851303e-05	-1.982
432573	3	2.7179718158798494e-05	-1.813
432607	3	3.3378599999522862e-06	-0.1985
432640	3	0.0	-1.15
432810	3	5.62667842007869e-05	-3.623
432831	3	0.0	-0.04504
432938	3	2.0027160499758168e-05	0.7776
433160	3	9.012222156012939e-05	-0.2901
433176	3	0.0	-2.049
433619	3	4.529953030019129e-05	-3.378
433642	3	4.768371599794818e-06	-0.3875
433674	3	2.3841857599293803e-06	1.824
433724	3	2.861022959876891e-06	2.943
433731	3	0.0	0.0
433913	3	5.340576192125468e-05	-3.618
434084	3	1.0490417760244952e-05	0.5842
434466	3	0.004648685410401754	-0.03267
435022	3	9.727478096177578e-05	-7.222
435400	3	0.00015449523890076478	0.3017
435448	3	1.0490417360564663e-05	-1.019
435475	3	1.0967255000160492e-05	-0.3463
435978	3	0.002057075548180798	1.418
436047	3	0.0019764899999996643	0.1788
436084	3	4.768371599794818e-07	2.013
436152	3	4.768371599794818e-06	0.6648
436219	3	4.291534400735486e-06	-1.842
436558	3	0.002933979081420013	-17.48
436601	3	4.7683715598267895e-06	-1.681
436633	3	8.106231460303093e-06	2.044
437019	3	4.816055262057972e-05	0.4936
437278	3	0.0	1.135
437580	3	0.0	-2.108
437672	3	0.0009880066000000909	-3.995
437684	3	0.0	-1.511
437798	3	6.675720300108878e-06	5.526
438083	3	0.001811981177601396	-2.225
438084	3	0.0	-5.72
438160	3	4.768371620222922e-06	3.06
438212	3	4.768371599794818e-07	7.374
438355	3	1.3828277619865048e-05	0.2692
438570	3	1.3351440300901629e-05	0.9411
438646	3	4.768371620222922e-06	-0.4324
438793	3	1.6212463499698515e-05	0.07375
439075	3	6.675720221060999e-06	-3.269
439405	3	6.675720220350456e-05	-1.223
439917	3	0.001013278944602014	2.126
440076	3	7.15255731975617e-06	-2.017
440104	3	2.384185820325513e-06	2.886
440368	3	1.096725464133641e-05	3.314
440455	3	2.3841857608175587e-06	-1.176
440622	3	5.245208719806271e-06	1.431
440910	3	0.0010037421802202573	1.393
441016	3	0.000695705434460514	0.0
441167	3	1.9073486399179274e-06	3.267
441454	3	1.4305114642176875e-05	2.955
441603	3	1.6212463380682607e-05	2.769
441722	3	1.2874603281254338e-05	-1.049
441811	3	8.583068801470972e-06	0.0
441899	3	8.583068860090748e-06	-2.686
441996	3	9.059906020958408e-06	-2.113
442225	3	2.765655514203047e-05	7.316
442389	3	1.478195190163234e-05	-1.731
442394	3	4.768371599794818e-07	-1.689
442547	3	1.3351440461661923e-05	2.655
442616	3	1.4305114799384455e-06	-2.369
442648	3	6.19888302022531e-06	-10.81
442979	3	2.0503997661514006e-05	2.67
443124	3	9.536742980209567e-06	-1.445
443924	3	1.9550323521855262e-05	0.8634
443952	3	0.0	-1.469
443999	3	0.0	0.5564
444443	3	1.90734863609876e-05	0.5252
444763	3	1.2874603261714412e-05	0.0
444995	3	7.629394541019963e-06	1.574
445093	3	2.86102299984492e-06	-0.3562
445176	3	2.8610229207970406e-06	-0.3078
445236	3	9.536743004190384e-07	-4.104
445266	3	0.0	-1.182
445284	3	0.0	-4.26
445341	3	9.536743199589637e-07	-1.848
445423	3	1.9073486203780021e-06	2.793
445615	3	1.3351440180997542e-05	0.732
445755	3	9.059905920594247e-06	4.992
445789	3	9.536743199589637e-07	-4.074
446186	3	0.005994796855543605	-0.9645
446729	3	0.0001645088198607425	-0.8585
447030	3	0.0001196861267205307	-5.758
447269	3	0.00013494491570220646	6.487
447292	3	1.0967255000160492e-05	-0.8436
447795	3	0.00015449523725941106	-1.687
447951	3	5.38825992606462e-05	-2.826
448075	3	3.719329870044419e-05	-1.635
448392	3	9.34600824606946e-05	-1.026
448529	3	2.2411346700224044e-05	-2.873
448838	3	8.916854882112801e-05	0.05843
449284	3	3.0517577920718963e-05	4.167
449598	3	2.05039981597821e-05	0.5785
449696	3	0.0	-0.2784
449723	3	0.0	1.735
449904	3	7.152557300216245e-06	-5.995
450144	3	1.9550323299810657e-05	-2.874
450248	3	4.768371599794818e-06	-2.395
450414	3	0.007351398435300638	-0.06593
450423	3	0.0	1.374
450530	3	4.768371599794818e-06	-1.2
450787	3	1.1920928960407196e-05	-3.926
451430	3	0.00017118453774145337	3.054
451483	3	1.9550323600014963e-05	-4.086
451567	3	3.1948089959321635e-05	-4.271
451703	3	3.719329880169653e-05	-1.499
451879	3	3.528594980117816e-05	-0.2287
452060	3	2.0503998079846042e-05	-3.797
452264	3	7.200241015858921e-05	1.236
452424	3	4.005432105991247e-05	3.733
452653	3	2.002716060012233e-05	3.68
452733	3	6.198883101049546e-06	-2.257
452788	3	1.0013579999856859e-05	-0.2894
452994	3	3.1948089560529525e-05	-1.235
453144	3	1.6212463400222532e-05	1.837
453311	3	1.5735626360147137e-05	-2.181
453990	3	0.007830142987063304	-2.91
454014	3	8.583068799694615e-06	-2.592
454145	3	4.291534399847308e-06	-3.125
454514	3	5.05447388992053e-05	1.708
454625	3	1.0013580499901309e-05	2.605
454741	3	2.0503997499865534e-05	5.584
454857	3	1.66893004003299e-05	1.543
454895	3	9.536743004190384e-07	-0.7348
454950	3	1.049041730016853e-05	-1.787
454993	3	2.3841857599293803e-06	-0.4302
455012	3	1.4305115003665492e-06	2.272
455208	3	0.0029773712404814745	0.5841
455279	3	0.0	-0.9761
455531	3	9.059906061814615e-06	4.81
455540	3	0.0	3.741
455543	3	0.0	2.947
455629	3	1.907348660346031e-06	-1.4
455642	3	0.0	4.583
455867	3	0.009392261580279282	-2.846
455979	3	2.384185820325513e-06	11.11
456107	3	9.05990630073461e-06	1.041
456132	3	0.0	-2.416
456841	3	6.246566719969593e-05	-6.234
456852	3	1.4305114603985203e-06	0.2658
456947	3	5.2452087597743e-06	-1.494
457103	3	7.152557200740262e-06	-0.2158
457462	3	8.630752616145543e-05	0.9381
457646	3	4.673004096034106e-05	-1.612
457704	3	1.2874603460666378e-05	1.693
457969	3	3.814697230097863e-05	0.04228
457980	3	0.0	1.772
458079	3	1.1444092000267858e-05	-0.591
458125	3	4.768371599794818e-07	-0.306
458303	3	7.629394560559888e-06	4.779
458316	3	6.6757199999045724e-06	-0.5266
458644	3	8.10623175961922e-06	-0.3905
458660	3	0.0	1.748
458672	3	0.0	-0.2215
458689	3	1.4305115003665492e-06	-0.248
458798	3	1.001358060026547e-05	1.509
458929	3	1.0967254519655967e-05	12.94
459242	3	3.671646120029237e-05	-1.275
459274	3	0.0	0.9021
459296	3	0.0	-1.501
459326	3	4.291534300371325e-06	-2.563
459373	3	1.192092916024734e-05	11.46
459390	3	0.0	1.191
459496	3	2.384185799897409e-06	-4.332
459647	3	3.147125269986617e-05	-2.668
459872	3	1.4305114800272634e-05	-0.397
460180	3	2.6702880660423034e-05	-0.3941
460268	3	1.335144030001345e-05	1.491
460518	3	0.005935192094720598	10.94
461010	3	5.5313110241428376e-05	0.9814
461164	3	0.013183116940459705	-2.028
461266	3	1.239776590011843e-05	-3.893
461274	3	4.768371599794818e-06	-0.9538
461329	3	9.536743100113654e-06	-2.053
461819	3	8.964538561961888e-05	-4.733
462017	3	2.3841857959006063e-05	-4.127
462111	3	1.5258788700123205e-05	0.5898
462185	3	1.764297480022492e-05	-0.14
462186	3	0.0	-0.5161
462210	3	5.722045900213857e-06	-2.061
462231	3	0.0	0.5894
462294	3	2.1934510000320984e-05	-0.6317
462363	3	2.0027160900326635e-05	1.508
462382	3	1.4305114603985203e-06	-4.65
462767	3	8.296966529997007e-05	-2.192
462902	3	2.145767169992041e-05	-5.968
463080	3	4.196167028069908e-05	0.7578
463269	3	1.9550323620443066e-05	6.4
463570	3	6.198882999797206e-06	1.327
463833	3	6.389617785895751e-05	0.7962
463950	3	3.62396231592399e-05	0.0
464031	3	9.536742999749492e-06	0.4551
464179	3	1.6689300100125593e-05	95.26
464242	3	2.861022959876891e-06	2.741
464366	3	4.005432206088955e-05	3.364
464726	3	0.0029897689733608956	1.847
464902	3	1.3828277580785198e-05	-0.7654
465403	3	1.4781951921172265e-05	-5.841
465541	3	2.3841858007855876e-06	1.045
465542	3	0.0	-0.1973
465608	3	0.0	-0.4793
466320	3	0.010824679997921471	0.0
466327	3	0.0	-3.187
466337	3	9.536743199589637e-07	1.944
466352	3	4.768371599794818e-07	0.4619
466673	3	4.386901855912839e-05	-3.128
466678	3	5.245208700266346e-06	-2.106
467043	3	0.0020065307146994726	78.05
467050	3	0.0	-2.192
467056	3	9.536743004190384e-07	2.089
467215	3	3.3378600603484188e-06	0.6804
467524	3	0.000995636022921076	-2.075
467611	3	1.4305114603985203e-06	-0.2144
467801	3	9.536743199589637e-07	-1.398
467811	3	0.0	-0.02396
468623	3	0.03152465793124204	4.362
468960	3	0.0001397132855194272	-0.09827
469145	3	4.529952947951443e-05	6.169
469328	3	8.440017675948042e-05	0.4968
469577	3	0.0001044273361801018	-50.78
469627	3	5.722045860245828e-06	-2.038
470064	3	0.0002822875960797333	-1.579
470212	3	0.00012016296686212513	-0.9927
470366	3	1.4305114319768109e-05	-5.852
470481	3	3.290176395953637e-05	-0.6546
470608	3	6.818771397920642e-05	4.118
470723	3	5.1498413459860615e-05	-0.06835
470749	3	9.536743004190384e-07	-5.07
470756	3	4.768371599794818e-07	-11.31
470769	3	0.0	0.6083
470778	3	0.0	-21.91
470821	3	0.0	-1.33
470927	3	4.768371599794818e-07	1.391
471161	3	2.0980834900541367e-05	-1.026
471200	3	2.4318695159841752e-05	0.5816
471221	3	2.0027159999713717e-05	7.176
471514	3	0.00011396408016040027	1.286
471927	3	0.0001134872428805167	2.112
471944	3	0.0	-2.05
472250	3	7.104873592034266e-05	0.5771
472411	3	1.716613766067354e-05	1.403
472479	3	0.0	2.996
473469	3	0.011848926963360817	-0.7465
474018	3	0.005032539387139323	1.828
474274	3	1.1920929020803328e-05	2.044
474331	3	0.022154807999999804	1.94
474421	3	1.0013579999856859e-05	1.662
474476	3	5.6743620000077044e-05	-10.28
474490	3	0.0	0.001229
474542	3	3.2901763820092356e-05	-1.25
474918	3	5.578994714117158e-05	0.8517
474966	3	2.384185799897409e-06	3.359
475090	3	6.532669029990501e-05	3.991
475145	3	0.0	5.741
475262	3	8.583069160295054e-06	0.02016
475511	3	8.010864265983741e-05	0.05099
475523	3	4.291534399847308e-06	-2.803
475638	3	0.013700961997799688	-0.7696
475959	3	2.5749206320035967e-05	36.6
476026	3	2.384185799897409e-06	-4.05
476037	3	0.0	-19.85
476123	3	9.536742999749492e-06	-2.033
476347	3	2.5272369360784808e-05	1.804
476754	3	4.386901820030431e-05	-2.698
476799	3	0.015413761231700462	4.149
477077	3	0.00011253356986085095	1.101
477166	3	2.670288095973916e-05	-0.9654
477208	3	9.536743460714092e-06	9.309
477315	3	1.7642975000065064e-05	-1.975
477326	3	0.0	1.447
477529	3	3.671646139924434e-05	3.731
477593	3	0.0	2.5
477613	3	0.0	0.8467
477668	3	0.0	0.7886
478158	3	6.532669018000092e-05	0.9716
478340	3	1.9073485999498985e-06	-0.2129
478441	3	1.1444091819967639e-05	0.1552
478502	3	9.536743004190384e-07	1.233
478720	3	1.907348626062344e-05	0.8239
478872	3	1.4305114799384455e-05	-0.3148
479307	3	0.010829925522959805	10.69
479925	3	3.433227578231168e-05	-0.2361
480075	3	0.0	18.05
480292	3	2.2411346259687548e-05	0.3877
480482	3	0.003983497648659906	-3.924
480547	3	0.0	0.1873
480616	3	0.0	2.094
480974	3	0.01839113260178049	-4.312
481450	3	6.198882933983185e-05	1.133
481580	3	1.2397766099958574e-05	-2.639
481683	3	3.3378599999522862e-06	-2.696
481724	3	1.9073486500431613e-05	1.306
481747	3	0.0	2.226
481886	3	1.5258789200167655e-05	-3.565
481997	3	8.106231660143237e-06	0.7139
482440	3	7.43865978813929e-05	-0.8435
482526	3	1.2397766480098937e-05	5.449
482601	3	9.536743004190384e-07	-0.5704
482684	3	1.4305115000112778e-05	-0.4112
482773	3	2.527236899929619e-05	-2.079
483048	3	0.014672279232000207	-3.72
483138	3	2.384185799897409e-06	-15.65
483258	3	1.3828277499960961e-05	4.976
483576	3	9.059906040498333e-06	-2.186
483678	3	1.6689300919914274e-05	-3.713
483856	3	1.0967254560512174e-05	6.245
483887	3	2.86102299984492e-06	2.582
483977	3	2.6702880560058873e-05	0.0
